id_usuario,id_estabelecimento,visualizacoes_perfil,saves_favoritos,compartilhamentos
1622,149,3.0,0.0,0.0
5805,260,5.0,1.0,0.0
1100,123,5.0,0.0,0.0
2385,148,3.0,2.0,0.0
2997,292,9.0,0.0,0.0
2685,2,6.0,0.0,1.0
5659,207,7.0,2.0,1.0
5569,18,6.0,1.0,0.0
3560,94,7.0,0.0,1.0
2861,217,9.0,1.0,0.0
3000,81,9.0,0.0,3.0
5121,224,3.0,0.0,0.0
2597,302,6.0,1.0,0.0
1486,38,4.0,0.0,1.0
5364,8,7.0,1.0,0.0
3190,60,7.0,1.0,0.0
3034,278,6.0,1.0,0.0
1987,166,8.0,2.0,0.0
1327,204,,0.0,0.0
3862,93,6.0,0.0,0.0
4455,222,,2.0,0.0
5392,264,4.0,0.0,0.0
779,253,9.0,2.0,0.0
4761,115,7.0,1.0,0.0
5977,126,5.0,1.0,0.0
596,177,6.0,2.0,0.0
5903,182,4.0,1.0,1.0
3599,21,4.0,1.0,0.0
2168,55,8.0,2.0,0.0
2693,13,9.0,3.0,1.0
3921,262,5.0,1.0,1.0
646,150,4.0,0.0,1.0
131,210,9.0,2.0,0.0
1567,160,5.0,1.0,1.0
5448,126,8.0,,0.0
3233,104,7.0,0.0,0.0
3452,168,5.0,0.0,1.0
3371,115,5.0,0.0,0.0
5388,40,7.0,3.0,0.0
2465,107,6.0,0.0,0.0
3853,172,8.0,2.0,2.0
1267,123,9.0,2.0,0.0
5510,273,11.0,0.0,0.0
2843,17,6.0,2.0,1.0
3519,16,4.0,1.0,0.0
867,209,9.0,1.0,2.0
2328,214,5.0,2.0,1.0
3895,28,8.0,1.0,0.0
1034,143,11.0,,0.0
5268,103,8.0,0.0,1.0
4502,205,6.0,1.0,1.0
1197,292,7.0,1.0,0.0
5172,148,,1.0,0.0
2323,229,3.0,,0.0
3442,70,5.0,2.0,0.0
2256,115,4.0,0.0,0.0
4170,273,5.0,1.0,0.0
4656,22,6.0,1.0,0.0
70,6,9.0,1.0,0.0
3759,94,6.0,0.0,0.0
1933,192,8.0,1.0,0.0
520,285,9.0,0.0,0.0
3929,176,11.0,1.0,0.0
2565,112,4.0,1.0,0.0
4804,213,6.0,1.0,1.0
5850,15,7.0,0.0,0.0
4131,191,4.0,1.0,0.0
2575,209,,0.0,1.0
4723,30,7.0,2.0,0.0
1910,149,13.0,3.0,0.0
3147,249,6.0,,0.0
161,92,5.0,1.0,0.0
1448,148,7.0,2.0,0.0
2884,243,,1.0,1.0
3004,125,4.0,0.0,0.0
885,267,1.0,0.0,0.0
4320,296,9.0,1.0,1.0
129,45,4.0,1.0,1.0
3859,102,3.0,0.0,0.0
3231,15,2.0,1.0,0.0
816,269,10.0,2.0,0.0
5180,206,7.0,,0.0
3128,170,9.0,0.0,0.0
1713,78,6.0,1.0,0.0
4967,129,8.0,0.0,1.0
2007,85,9.0,1.0,1.0
4804,53,7.0,0.0,1.0
3727,41,8.0,2.0,0.0
4275,295,8.0,0.0,0.0
3466,248,5.0,1.0,0.0
2590,28,2.0,0.0,0.0
4199,139,8.0,2.0,0.0
1198,231,7.0,0.0,0.0
460,241,,0.0,0.0
1834,155,5.0,,1.0
2824,129,1.0,0.0,0.0
2493,183,5.0,0.0,1.0
4990,115,7.0,1.0,1.0
3799,296,6.0,0.0,0.0
3378,9,5.0,1.0,0.0
135,247,7.0,0.0,0.0
352,198,5.0,1.0,0.0
5534,11,7.0,0.0,0.0
3192,167,5.0,2.0,0.0
1101,6,,2.0,0.0
5686,252,7.0,0.0,1.0
294,228,6.0,2.0,0.0
3311,112,6.0,0.0,0.0
5883,156,,1.0,2.0
5970,198,11.0,0.0,3.0
30,136,9.0,0.0,0.0
5350,175,6.0,1.0,1.0
1822,143,4.0,0.0,0.0
1298,248,7.0,0.0,0.0
830,52,7.0,2.0,2.0
5730,28,10.0,3.0,0.0
5681,33,6.0,0.0,0.0
947,153,9.0,0.0,1.0
2196,196,4.0,0.0,1.0
4511,141,,0.0,0.0
47,154,6.0,2.0,1.0
1892,291,6.0,1.0,0.0
3155,258,8.0,1.0,0.0
1293,183,4.0,1.0,0.0
205,273,3.0,0.0,0.0
5421,244,,2.0,0.0
2118,233,11.0,,1.0
3385,29,4.0,1.0,0.0
1495,39,7.0,0.0,0.0
4865,16,6.0,0.0,1.0
5871,36,7.0,1.0,1.0
375,264,4.0,1.0,
4850,213,7.0,0.0,0.0
902,189,4.0,1.0,0.0
959,230,1.0,0.0,0.0
2023,106,,2.0,0.0
4920,250,6.0,2.0,0.0
2795,564,1.0,0.0,0.0
4072,133,6.0,0.0,1.0
176,169,2.0,1.0,1.0
1941,97,4.0,2.0,0.0
5585,59,6.0,0.0,1.0
80,260,8.0,0.0,0.0
1456,37,7.0,4.0,0.0
2024,168,7.0,2.0,0.0
2752,296,5.0,1.0,0.0
1837,227,4.0,1.0,0.0
2477,122,3.0,0.0,0.0
5593,289,9.0,0.0,1.0
2496,118,6.0,0.0,0.0
479,565,4.0,0.0,0.0
3191,60,4.0,0.0,0.0
3804,166,6.0,0.0,0.0
4276,232,4.0,1.0,0.0
2368,88,7.0,1.0,
4454,42,8.0,2.0,1.0
2696,273,8.0,1.0,0.0
112,54,7.0,0.0,1.0
1395,267,7.0,1.0,0.0
4681,226,5.0,0.0,0.0
3378,147,5.0,0.0,0.0
1044,119,6.0,2.0,
2358,83,6.0,1.0,0.0
448,52,9.0,2.0,1.0
506,295,7.0,2.0,1.0
137,60,11.0,0.0,1.0
2679,127,4.0,0.0,
4894,67,10.0,2.0,1.0
1841,189,8.0,1.0,0.0
1073,190,4.0,1.0,0.0
1957,296,5.0,1.0,0.0
62,71,6.0,0.0,0.0
4882,124,7.0,1.0,0.0
1638,3,5.0,0.0,0.0
2006,243,1.0,0.0,
4663,44,6.0,0.0,0.0
2682,91,3.0,0.0,0.0
1424,74,6.0,0.0,1.0
4074,259,4.0,0.0,1.0
4725,97,7.0,1.0,0.0
4053,276,,0.0,0.0
4017,226,3.0,0.0,0.0
638,98,6.0,,0.0
3520,73,6.0,1.0,0.0
4793,69,6.0,0.0,
935,216,6.0,1.0,0.0
1092,53,11.0,2.0,0.0
2703,289,6.0,1.0,0.0
3340,176,3.0,0.0,0.0
3136,199,5.0,0.0,0.0
3037,141,6.0,0.0,0.0
985,118,8.0,1.0,1.0
2291,155,4.0,0.0,0.0
2452,50,6.0,0.0,0.0
5154,152,5.0,0.0,1.0
6265,78,3.0,1.0,0.0
2302,204,4.0,1.0,1.0
2123,77,9.0,2.0,0.0
92,219,3.0,0.0,0.0
2451,200,7.0,0.0,1.0
210,191,5.0,0.0,0.0
2225,76,4.0,0.0,0.0
1821,111,8.0,0.0,0.0
5404,132,7.0,1.0,1.0
872,9,5.0,1.0,0.0
1448,73,5.0,1.0,0.0
4270,265,6.0,0.0,0.0
4024,51,3.0,0.0,0.0
3427,294,6.0,1.0,0.0
729,61,6.0,0.0,0.0
2076,130,1.0,0.0,0.0
2488,186,5.0,0.0,0.0
5946,74,,0.0,0.0
220,295,4.0,0.0,0.0
5094,43,7.0,1.0,0.0
1101,36,6.0,1.0,0.0
2270,67,,0.0,0.0
4199,131,3.0,1.0,0.0
4680,170,5.0,,0.0
5443,215,6.0,2.0,0.0
5968,1,5.0,0.0,2.0
4560,224,8.0,1.0,1.0
1495,226,9.0,1.0,1.0
3466,233,4.0,0.0,0.0
3334,227,7.0,0.0,0.0
5459,28,4.0,0.0,1.0
4570,169,6.0,2.0,0.0
402,239,10.0,1.0,1.0
5102,124,6.0,0.0,0.0
4689,103,7.0,1.0,0.0
2163,196,8.0,3.0,1.0
1552,35,13.0,2.0,0.0
3225,78,8.0,2.0,0.0
1296,28,7.0,0.0,0.0
5312,142,4.0,1.0,1.0
1991,28,1.0,0.0,0.0
992,207,3.0,0.0,0.0
1716,25,6.0,0.0,0.0
273,135,8.0,2.0,0.0
3611,24,9.0,0.0,2.0
2563,55,4.0,1.0,0.0
5980,113,6.0,2.0,1.0
5474,228,12.0,1.0,1.0
3485,207,10.0,1.0,0.0
1016,266,8.0,2.0,0.0
3332,93,6.0,,2.0
1876,268,,1.0,0.0
2124,216,4.0,0.0,0.0
2403,199,4.0,0.0,1.0
5118,157,2.0,1.0,0.0
5962,255,3.0,0.0,0.0
2070,105,8.0,0.0,
3608,275,11.0,0.0,0.0
3802,249,,3.0,1.0
5643,222,6.0,0.0,1.0
2004,30,7.0,1.0,0.0
1608,184,6.0,1.0,0.0
1737,117,3.0,1.0,0.0
4134,159,5.0,0.0,0.0
3526,151,9.0,1.0,1.0
5677,119,9.0,,0.0
601,58,4.0,0.0,0.0
4736,136,7.0,0.0,1.0
1460,52,4.0,2.0,2.0
3605,6,10.0,2.0,1.0
4923,66,6.0,0.0,0.0
3989,253,4.0,0.0,0.0
4335,56,4.0,0.0,
5865,15,5.0,1.0,0.0
1115,25,11.0,3.0,1.0
6364,182,3.0,1.0,0.0
3732,207,8.0,1.0,0.0
3682,264,7.0,0.0,1.0
2099,135,11.0,2.0,0.0
823,202,,,0.0
5776,124,8.0,0.0,1.0
4821,99,3.0,,1.0
1229,226,6.0,1.0,0.0
866,259,5.0,1.0,0.0
363,258,6.0,2.0,0.0
2742,30,4.0,0.0,0.0
4602,29,7.0,1.0,1.0
3768,185,8.0,0.0,0.0
2823,192,8.0,1.0,0.0
3199,291,10.0,2.0,1.0
3552,280,6.0,0.0,0.0
608,188,4.0,1.0,0.0
1401,258,9.0,1.0,1.0
3372,19,6.0,1.0,0.0
552,267,8.0,1.0,0.0
197,242,5.0,0.0,0.0
3612,272,8.0,0.0,0.0
3153,32,8.0,1.0,0.0
2856,58,6.0,0.0,0.0
827,89,3.0,1.0,
306,181,5.0,0.0,0.0
4107,51,10.0,0.0,1.0
5229,186,6.0,0.0,1.0
1679,124,8.0,1.0,2.0
3940,18,5.0,0.0,1.0
5052,264,9.0,0.0,1.0
394,115,8.0,0.0,1.0
2211,288,5.0,1.0,1.0
1379,205,4.0,0.0,0.0
736,262,3.0,0.0,1.0
5818,159,9.0,0.0,0.0
1535,108,,1.0,0.0
4876,58,3.0,1.0,0.0
5696,34,5.0,1.0,1.0
4461,193,2.0,0.0,0.0
4491,19,4.0,1.0,
5708,130,7.0,1.0,0.0
1868,212,2.0,1.0,0.0
1039,69,5.0,0.0,0.0
5032,36,,0.0,0.0
5139,189,7.0,0.0,
1704,12,8.0,0.0,
650,86,6.0,0.0,0.0
5832,217,7.0,2.0,0.0
918,101,8.0,2.0,1.0
3605,30,5.0,0.0,0.0
1684,186,2.0,0.0,0.0
5241,263,2.0,1.0,0.0
3193,278,6.0,1.0,1.0
5275,85,9.0,1.0,0.0
3364,92,6.0,0.0,0.0
107,218,7.0,1.0,0.0
2593,103,4.0,0.0,0.0
3162,228,,1.0,0.0
2239,282,1.0,1.0,0.0
3191,90,6.0,0.0,0.0
4238,291,7.0,1.0,0.0
5725,82,4.0,0.0,1.0
486,209,7.0,0.0,1.0
3421,26,3.0,0.0,0.0
1994,98,,0.0,1.0
3966,174,7.0,0.0,0.0
4673,99,4.0,0.0,0.0
5297,213,4.0,0.0,0.0
743,206,10.0,1.0,1.0
5204,61,6.0,0.0,0.0
606,257,4.0,0.0,0.0
2978,229,5.0,1.0,0.0
3645,297,1.0,0.0,0.0
4703,111,7.0,0.0,0.0
423,99,5.0,0.0,1.0
4714,10,4.0,0.0,1.0
1970,157,8.0,0.0,0.0
492,130,5.0,0.0,0.0
1515,200,11.0,1.0,1.0
4727,121,2.0,0.0,0.0
5918,75,,1.0,1.0
112,202,6.0,1.0,1.0
5774,33,7.0,2.0,0.0
35,49,9.0,0.0,1.0
4761,4,6.0,2.0,1.0
5432,116,5.0,2.0,0.0
5149,52,5.0,1.0,0.0
3393,126,8.0,1.0,
4789,55,3.0,0.0,0.0
373,214,7.0,1.0,0.0
1891,197,6.0,0.0,1.0
3598,126,3.0,0.0,0.0
2570,156,7.0,1.0,0.0
330,204,3.0,0.0,0.0
769,296,4.0,2.0,0.0
1036,211,6.0,0.0,0.0
3023,255,7.0,0.0,0.0
399,217,9.0,2.0,0.0
2401,111,8.0,1.0,0.0
2886,224,9.0,0.0,1.0
1262,209,6.0,2.0,1.0
4126,272,4.0,1.0,0.0
1142,53,6.0,1.0,
1564,164,8.0,0.0,0.0
2154,226,4.0,0.0,0.0
3359,34,5.0,1.0,0.0
2273,93,5.0,0.0,1.0
2005,118,8.0,0.0,0.0
1842,25,7.0,1.0,0.0
1459,74,5.0,0.0,0.0
1731,191,,0.0,1.0
2481,603,8.0,0.0,
3420,165,5.0,0.0,0.0
2769,127,14.0,3.0,0.0
1381,150,4.0,0.0,0.0
2062,200,8.0,1.0,0.0
5584,203,11.0,3.0,0.0
4697,228,9.0,3.0,0.0
3843,47,6.0,2.0,0.0
1221,286,8.0,1.0,0.0
4294,612,10.0,1.0,1.0
2551,91,5.0,0.0,0.0
2372,62,5.0,0.0,0.0
2364,116,9.0,1.0,2.0
2791,294,3.0,0.0,1.0
4195,56,6.0,1.0,0.0
2683,250,10.0,2.0,0.0
1452,198,13.0,3.0,0.0
2634,242,5.0,1.0,0.0
3511,38,7.0,0.0,0.0
4686,18,6.0,0.0,0.0
5922,1,6.0,2.0,0.0
79,264,4.0,2.0,0.0
6093,268,8.0,1.0,0.0
5738,227,3.0,0.0,1.0
5261,70,4.0,0.0,0.0
585,121,5.0,,0.0
3204,175,9.0,1.0,0.0
2591,72,8.0,0.0,1.0
312,228,4.0,2.0,0.0
62,277,7.0,0.0,0.0
5362,5,2.0,0.0,0.0
102,286,6.0,1.0,1.0
1779,118,7.0,1.0,
5854,157,9.0,2.0,0.0
3094,266,6.0,1.0,
3918,44,6.0,0.0,0.0
3572,47,9.0,0.0,0.0
268,70,9.0,0.0,1.0
3374,112,11.0,0.0,0.0
2504,83,,2.0,2.0
1433,159,3.0,0.0,0.0
2090,83,2.0,0.0,0.0
3838,179,2.0,0.0,0.0
4734,45,,0.0,0.0
3403,123,5.0,1.0,0.0
1561,259,7.0,2.0,0.0
2384,214,7.0,0.0,0.0
4689,11,9.0,0.0,0.0
5316,132,5.0,3.0,1.0
1136,181,10.0,,0.0
2046,76,6.0,1.0,0.0
3298,127,4.0,0.0,0.0
922,221,4.0,0.0,1.0
4210,4,5.0,0.0,0.0
5382,112,,,0.0
2612,195,4.0,1.0,0.0
1621,229,8.0,1.0,0.0
4032,214,5.0,1.0,0.0
441,5,5.0,0.0,0.0
1227,271,6.0,2.0,0.0
2850,250,11.0,2.0,2.0
4435,105,5.0,1.0,0.0
1143,154,10.0,2.0,1.0
1831,104,8.0,1.0,1.0
4855,43,5.0,0.0,0.0
1859,116,10.0,1.0,1.0
4041,91,5.0,0.0,1.0
752,98,1.0,0.0,0.0
4967,236,3.0,0.0,0.0
622,192,4.0,0.0,2.0
1612,267,4.0,0.0,0.0
268,117,7.0,,0.0
2812,33,8.0,1.0,1.0
5113,6,9.0,0.0,0.0
1191,2,8.0,1.0,1.0
1312,111,4.0,0.0,0.0
1733,112,4.0,1.0,0.0
3528,116,2.0,0.0,0.0
618,19,9.0,,1.0
4000,89,7.0,0.0,0.0
4374,209,6.0,0.0,0.0
2520,205,3.0,0.0,
179,153,3.0,0.0,0.0
4187,142,6.0,0.0,0.0
3250,82,3.0,1.0,0.0
2449,272,7.0,0.0,1.0
5549,273,7.0,1.0,0.0
2747,294,4.0,0.0,0.0
2476,90,8.0,1.0,0.0
1184,225,5.0,0.0,
3690,170,7.0,0.0,3.0
1142,115,7.0,,1.0
493,271,6.0,,0.0
2078,277,3.0,0.0,0.0
100,274,5.0,1.0,1.0
3826,210,4.0,1.0,2.0
3948,210,4.0,,1.0
916,199,4.0,0.0,0.0
5706,276,8.0,1.0,0.0
4540,60,3.0,0.0,0.0
4840,160,9.0,1.0,1.0
3951,127,1.0,0.0,0.0
2850,150,,0.0,0.0
2036,160,3.0,1.0,0.0
4774,42,11.0,2.0,1.0
3473,21,6.0,0.0,0.0
1655,172,5.0,0.0,0.0
3187,73,11.0,0.0,2.0
3846,300,7.0,2.0,0.0
234,172,8.0,1.0,1.0
440,271,8.0,0.0,0.0
1816,177,4.0,1.0,0.0
5436,26,3.0,0.0,1.0
1864,2,7.0,0.0,0.0
1146,201,5.0,1.0,1.0
503,100,8.0,,1.0
4726,210,7.0,2.0,
5201,280,,1.0,0.0
1474,3,5.0,0.0,0.0
2355,121,6.0,1.0,1.0
5988,127,4.0,2.0,0.0
400,52,3.0,1.0,0.0
2929,267,10.0,0.0,0.0
3029,193,5.0,1.0,0.0
904,204,6.0,0.0,0.0
2887,256,7.0,3.0,0.0
5636,44,7.0,0.0,
59,241,4.0,,0.0
4864,134,,0.0,0.0
5970,71,7.0,1.0,0.0
1259,196,,1.0,0.0
3791,110,4.0,1.0,0.0
3413,252,6.0,1.0,0.0
3216,279,6.0,0.0,2.0
1919,181,4.0,0.0,0.0
5687,104,7.0,1.0,0.0
5356,62,,1.0,1.0
4632,120,,2.0,0.0
3710,270,2.0,0.0,0.0
839,183,5.0,2.0,0.0
1667,229,6.0,0.0,0.0
741,110,7.0,0.0,0.0
809,133,13.0,4.0,0.0
5654,134,9.0,2.0,0.0
1562,110,3.0,0.0,0.0
1532,271,7.0,1.0,1.0
772,111,8.0,0.0,0.0
3775,226,3.0,,1.0
763,181,7.0,3.0,0.0
1425,67,6.0,1.0,0.0
2579,270,8.0,0.0,1.0
3828,21,4.0,1.0,0.0
3847,49,6.0,1.0,1.0
3650,276,4.0,0.0,0.0
5431,146,5.0,0.0,0.0
3707,52,7.0,2.0,0.0
1278,83,3.0,0.0,1.0
3432,273,3.0,0.0,0.0
1965,269,3.0,0.0,1.0
5624,27,4.0,1.0,0.0
215,6,8.0,1.0,0.0
3528,163,5.0,1.0,0.0
2936,227,5.0,0.0,1.0
129,290,12.0,1.0,0.0
4113,164,3.0,0.0,0.0
4263,68,3.0,0.0,0.0
5640,63,3.0,0.0,0.0
2105,242,9.0,2.0,0.0
5205,41,5.0,0.0,0.0
1330,288,9.0,1.0,0.0
4074,144,5.0,1.0,1.0
5431,43,8.0,0.0,0.0
2015,220,3.0,1.0,0.0
1717,32,6.0,1.0,
801,199,5.0,0.0,1.0
1182,275,10.0,0.0,0.0
4702,211,4.0,1.0,0.0
4516,177,2.0,0.0,0.0
5673,147,4.0,2.0,0.0
4517,9,6.0,0.0,1.0
1685,34,6.0,0.0,0.0
3485,162,7.0,0.0,0.0
3080,123,6.0,1.0,0.0
5300,241,6.0,0.0,1.0
5799,138,4.0,1.0,0.0
3909,253,4.0,0.0,1.0
2830,192,,0.0,1.0
85,151,10.0,2.0,0.0
3750,87,8.0,1.0,0.0
4216,174,4.0,1.0,0.0
2375,167,,2.0,0.0
4379,221,12.0,5.0,0.0
2339,196,3.0,0.0,0.0
5033,273,8.0,0.0,0.0
2997,166,6.0,2.0,0.0
2109,254,6.0,0.0,1.0
3709,184,9.0,0.0,0.0
5087,60,4.0,0.0,0.0
45,104,8.0,0.0,0.0
1115,179,5.0,0.0,1.0
641,81,3.0,0.0,1.0
1486,15,7.0,1.0,0.0
3963,132,5.0,0.0,0.0
4487,17,5.0,1.0,0.0
3435,27,9.0,0.0,0.0
1214,35,5.0,1.0,0.0
4502,280,7.0,2.0,1.0
4915,274,4.0,0.0,0.0
2885,227,13.0,1.0,1.0
3413,219,2.0,0.0,1.0
4210,142,7.0,1.0,0.0
1567,254,2.0,0.0,1.0
3382,15,8.0,1.0,0.0
3611,25,5.0,0.0,0.0
335,265,10.0,2.0,0.0
599,29,4.0,2.0,0.0
3644,230,6.0,1.0,0.0
5521,269,3.0,1.0,0.0
2882,75,4.0,1.0,0.0
2818,245,9.0,2.0,1.0
353,283,9.0,2.0,0.0
2165,134,4.0,1.0,0.0
3697,75,8.0,2.0,0.0
1300,138,7.0,0.0,
1034,291,8.0,1.0,0.0
5061,113,3.0,1.0,0.0
570,152,4.0,1.0,0.0
1327,183,9.0,0.0,1.0
1215,51,9.0,0.0,0.0
4851,138,6.0,1.0,0.0
1703,279,5.0,0.0,0.0
4158,299,6.0,1.0,1.0
3132,228,,,0.0
329,9,4.0,0.0,0.0
5920,210,10.0,2.0,2.0
1471,282,8.0,0.0,0.0
512,93,9.0,2.0,3.0
4647,22,3.0,0.0,
6997,172,3.0,0.0,1.0
5634,47,6.0,2.0,0.0
1680,19,5.0,0.0,0.0
3535,35,3.0,1.0,
5972,62,5.0,0.0,0.0
3768,195,4.0,0.0,1.0
2920,273,7.0,0.0,1.0
5615,44,9.0,1.0,1.0
4584,80,4.0,0.0,1.0
327,65,,1.0,0.0
5458,72,4.0,0.0,0.0
3033,144,4.0,0.0,0.0
3917,256,7.0,1.0,0.0
700,156,12.0,1.0,0.0
3275,185,8.0,2.0,1.0
5064,283,6.0,0.0,0.0
2068,48,7.0,2.0,1.0
1400,19,4.0,1.0,0.0
64,173,5.0,0.0,0.0
98,88,8.0,0.0,0.0
207,44,3.0,0.0,1.0
4557,132,9.0,0.0,0.0
4017,130,5.0,0.0,1.0
4378,217,5.0,0.0,0.0
4850,18,,1.0,0.0
1460,282,,2.0,0.0
1597,99,10.0,1.0,1.0
3839,7,6.0,,0.0
5116,299,5.0,0.0,
3077,205,5.0,0.0,0.0
1284,4,6.0,0.0,0.0
5791,18,7.0,3.0,0.0
782,95,6.0,0.0,0.0
4721,157,8.0,1.0,0.0
1308,87,1.0,0.0,0.0
2672,253,3.0,0.0,1.0
2499,194,,1.0,1.0
4575,37,5.0,0.0,0.0
5453,83,5.0,0.0,1.0
3849,124,4.0,0.0,0.0
2626,241,3.0,0.0,0.0
4631,95,6.0,2.0,0.0
5424,102,4.0,1.0,0.0
161,230,1.0,1.0,0.0
412,67,6.0,1.0,0.0
1343,175,2.0,1.0,0.0
4488,51,4.0,0.0,1.0
420,187,5.0,,0.0
3195,11,6.0,0.0,1.0
386,261,,1.0,2.0
5912,153,8.0,1.0,1.0
1430,138,5.0,0.0,0.0
2383,217,6.0,1.0,1.0
6102,10,6.0,1.0,0.0
3931,206,6.0,,0.0
5045,156,4.0,1.0,0.0
1109,121,4.0,0.0,
2769,290,6.0,1.0,0.0
186,89,10.0,1.0,0.0
35,33,14.0,0.0,1.0
247,28,3.0,1.0,0.0
4249,251,6.0,1.0,0.0
760,97,8.0,2.0,0.0
5771,297,4.0,0.0,0.0
2840,231,7.0,0.0,0.0
4686,189,5.0,1.0,0.0
1432,170,8.0,1.0,0.0
2377,141,5.0,0.0,0.0
1922,229,5.0,0.0,0.0
4102,117,1.0,0.0,
1817,123,8.0,0.0,1.0
1873,133,7.0,0.0,0.0
2563,226,5.0,0.0,0.0
133,165,3.0,1.0,0.0
5424,50,2.0,0.0,0.0
3639,255,4.0,0.0,1.0
733,189,4.0,0.0,0.0
420,18,4.0,0.0,1.0
3876,47,2.0,1.0,0.0
893,211,6.0,2.0,0.0
2167,176,2.0,0.0,0.0
3709,10,6.0,1.0,0.0
5017,66,11.0,1.0,1.0
5048,30,5.0,0.0,0.0
3484,135,9.0,3.0,0.0
892,63,9.0,0.0,1.0
4003,191,6.0,0.0,0.0
500,201,6.0,0.0,0.0
5261,73,3.0,0.0,0.0
1359,62,5.0,0.0,0.0
2417,39,6.0,1.0,0.0
3388,225,7.0,3.0,2.0
5403,209,6.0,0.0,0.0
2123,157,9.0,0.0,0.0
3846,139,2.0,0.0,0.0
56,38,5.0,0.0,0.0
4251,45,5.0,1.0,0.0
682,111,3.0,0.0,
3809,67,8.0,1.0,2.0
1043,40,9.0,2.0,2.0
1013,95,8.0,2.0,0.0
5334,289,5.0,,0.0
3943,150,5.0,1.0,1.0
141,77,6.0,,2.0
5700,76,,1.0,0.0
1798,46,2.0,0.0,0.0
5021,211,8.0,3.0,0.0
3678,261,8.0,2.0,0.0
3801,189,5.0,0.0,0.0
5565,300,6.0,0.0,0.0
4236,63,6.0,1.0,1.0
2581,260,3.0,,0.0
4889,113,5.0,0.0,0.0
2854,154,8.0,1.0,1.0
2299,49,9.0,1.0,0.0
1349,156,6.0,,0.0
5169,284,5.0,0.0,1.0
29,53,1.0,,0.0
3006,190,,1.0,0.0
1512,94,10.0,1.0,0.0
5359,215,10.0,1.0,0.0
2199,173,3.0,0.0,0.0
4661,263,4.0,1.0,0.0
3061,10,8.0,2.0,2.0
1006,215,5.0,0.0,0.0
2431,8,3.0,1.0,1.0
1980,272,7.0,0.0,1.0
3624,263,6.0,2.0,1.0
4215,271,7.0,1.0,0.0
865,225,9.0,,
4647,190,10.0,0.0,0.0
68,215,5.0,1.0,0.0
1798,48,8.0,1.0,0.0
6345,169,10.0,0.0,
5259,236,7.0,2.0,0.0
5898,131,3.0,0.0,1.0
287,274,0.0,0.0,0.0
1863,69,6.0,1.0,1.0
398,113,11.0,1.0,0.0
2678,70,11.0,0.0,2.0
3259,170,9.0,1.0,1.0
2438,134,3.0,0.0,0.0
4922,114,10.0,4.0,
1652,213,6.0,0.0,0.0
1903,266,10.0,3.0,0.0
3602,32,4.0,1.0,0.0
926,25,3.0,0.0,0.0
5716,242,2.0,1.0,0.0
2524,23,4.0,0.0,0.0
875,206,7.0,2.0,0.0
1025,76,6.0,1.0,0.0
4793,273,11.0,2.0,1.0
3409,185,12.0,2.0,0.0
3259,35,8.0,,0.0
2229,282,5.0,0.0,0.0
146,221,9.0,0.0,1.0
3096,107,6.0,0.0,0.0
5394,8,10.0,1.0,0.0
2215,35,6.0,2.0,1.0
2138,233,5.0,0.0,1.0
1952,254,5.0,1.0,0.0
1748,260,1.0,0.0,0.0
2118,39,,1.0,1.0
3163,339,10.0,,0.0
4903,298,7.0,0.0,0.0
5670,70,10.0,1.0,1.0
5063,58,9.0,1.0,1.0
4041,12,8.0,2.0,2.0
3312,157,5.0,0.0,0.0
2530,230,7.0,0.0,0.0
1436,32,,1.0,0.0
3519,177,7.0,0.0,2.0
3529,265,3.0,0.0,0.0
1566,259,9.0,0.0,0.0
1402,10,6.0,0.0,0.0
2783,272,6.0,1.0,1.0
1275,51,8.0,0.0,0.0
5129,179,9.0,2.0,2.0
153,15,5.0,1.0,1.0
2953,138,3.0,0.0,0.0
1088,294,9.0,1.0,0.0
3843,125,6.0,1.0,1.0
5625,165,7.0,1.0,0.0
4091,233,3.0,0.0,0.0
4454,289,8.0,2.0,0.0
4635,97,7.0,3.0,0.0
5246,291,7.0,3.0,0.0
2547,146,5.0,1.0,0.0
2634,137,6.0,0.0,0.0
3138,14,7.0,,0.0
2677,122,8.0,1.0,0.0
2107,213,7.0,0.0,0.0
2728,63,6.0,2.0,0.0
5912,189,8.0,4.0,0.0
4247,262,6.0,0.0,1.0
5033,157,12.0,1.0,0.0
309,162,,2.0,0.0
5937,295,7.0,2.0,1.0
1218,65,4.0,0.0,0.0
3049,282,2.0,0.0,0.0
2331,200,8.0,0.0,0.0
2415,52,5.0,1.0,0.0
4924,112,8.0,2.0,1.0
1827,28,2.0,0.0,0.0
4296,243,9.0,0.0,0.0
1402,216,5.0,0.0,0.0
1148,119,7.0,1.0,0.0
71,44,4.0,0.0,0.0
4026,173,8.0,1.0,0.0
2189,73,10.0,1.0,0.0
1484,187,8.0,1.0,1.0
2675,190,12.0,,1.0
3089,40,7.0,,1.0
1209,186,3.0,1.0,0.0
5436,173,5.0,0.0,0.0
3983,72,3.0,0.0,0.0
2126,205,6.0,0.0,
3959,120,6.0,0.0,0.0
403,279,6.0,0.0,1.0
2211,289,3.0,1.0,0.0
4242,229,4.0,0.0,
529,394,9.0,0.0,3.0
5972,187,5.0,0.0,0.0
5273,17,9.0,3.0,1.0
1829,244,,0.0,0.0
151,279,4.0,0.0,0.0
459,215,10.0,2.0,0.0
2606,98,7.0,2.0,0.0
724,251,9.0,2.0,0.0
2183,293,4.0,0.0,0.0
